47,124,298
63,155,214
72,128,278
99,122,271
55,152,245
48,123,185
49,172,185
49,123,185
49,123,185
49,123,185
49,123,185
62,123,185
62,123,185
62,123,185
62,172,185
62,173,185
62,172,185
62,173,185
62,172,185
62,172,185
62,172,185
62,123,185
92,123,185
48,123,185
49,123,185
49,172,185
49,172,185
49,172,251
83,166,194
82,165,193
83,166,194
83,166,194
46,155,186
46,163,185
47,139,185
46,163,187
92,155,282
49,164,252
49,164,251
49,172,251
49,123,251
49,164,251
82,164,251
82,164,187
82,164,187
49,164,251
55,165,252
55,172,251
56,173,187
82,172,187
82,173,187
49,147,205
49,147,244
49,147,198
49,131,187
49,123,187
49,164,187
49,123,187
49,164,187
49,123,198
48,164,222
49,173,252
49,172,251
49,123,223
45,123,187
46,163,185
46,163,185
46,139,185
49,139,187
82,166,198
49,166,194
83,166,198
83,138,194
52,122,188
49,123,185
49,172,185
49,172,185
49,123,185
49,123,185
62,123,186
62,122,185
62,123,185
62,172,185
82,131,185
83,172,185
62,172,185
62,172,251
61,122,185
62,123,185
62,123,183
62,123,203
61,123,222
62,123,223
62,123,251
62,123,223
62,123,203
49,122,203
49,172,185
49,172,185
49,123,185
49,172,251
83,166,194
82,166,194
82,166,194
83,166,194
62,166,185
46,162,185
46,163,185
47,163,186
46,155,186
46,163,186
46,163,185
46,163,185
46,147,185
46,124,185
46,147,185
46,148,185
46,148,185
46,139,186
46,139,185
46,139,185
46,163,185
46,163,186
93,163,186
46,162,186
46,163,187
46,162,218
47,140,187
54,165,198
49,164,198
49,138,198
49,138,198
49,165,198
49,164,198
82,165,198
49,164,194
83,166,194
82,165,249
83,138,250
82,138,198
82,138,198
82,165,198
62,164,198
62,122,198
49,144,198
49,165,198
62,122,182
61,135,208
61,134,183
49,134,184
61,122,202
49,172,185
49,172,185
73,172,185
92,123,185
92,123,185
62,123,185
62,123,185
62,123,185
62,172,185
62,173,185
62,172,251
62,172,185
62,172,185
49,172,185
49,172,196
49,122,195
49,172,196
49,134,195
49,123,185
49,123,185
49,172,185
49,123,185
49,123,251
49,165,194
49,138,194
83,138,194
83,138,193
46,156,186
46,139,185
46,138,186
46,139,186
