46,147,189
60,140,241
66,125,299
45,129,246
118,136,247
44,172,183
44,150,274
64,134,256
46,131,187
46,154,284
50,150,217
96,178,269
45,169,266
44,164,186
52,169,248
46,134,249
46,161,254
49,124,181
46,151,187
46,149,181
50,153,184
44,157,203
71,164,284
44,165,271
44,169,198
44,159,270
48,169,271
60,169,201
46,155,188
44,175,213
44,177,196
44,167,269
44,162,261
57,129,257
47,144,250
47,135,251
48,157,248
47,129,268
118,130,211
46,140,256
66,133,214
91,130,213
46,131,196
48,136,209
44,170,258
44,162,212
71,164,211
44,174,209
46,133,185
47,130,238
46,135,220
52,144,189
51,136,275
114,173,207
45,136,217
44,172,213
44,172,190
86,178,180
108,163,217
107,162,216
49,149,199
47,121,236
82,121,214
83,122,289
49,146,189
108,148,297
84,169,184
82,169,209
92,138,230
47,140,235
46,143,279
44,143,184
61,134,233
47,154,194
51,173,184
61,143,184
61,143,268
112,153,194
45,164,184
61,132,184
52,142,184
61,153,184
51,141,184
51,143,184
61,123,195
112,143,194
44,158,203
61,143,184
55,131,225
81,162,191
49,154,203
53,160,212
46,176,180
45,136,226
44,165,209
82,122,245
72,142,182
73,146,183
115,123,205
83,167,207
90,176,185
93,139,230
91,137,229
46,159,229
46,170,276
47,122,299
75,142,211
73,159,183
73,121,194
85,158,194
44,164,208
73,159,182
60,141,182
73,159,183
63,156,220
73,159,183
73,133,194
48,158,194
45,136,216
73,159,183
73,121,195
85,158,207
54,151,209
111,167,223
59,163,247
47,159,219
44,161,214
46,158,244
44,143,190
111,130,190
73,129,210
84,171,294
92,178,185
83,166,208
75,176,208
73,127,216
73,127,217
73,136,217
108,125,219
73,127,191
73,127,216
54,143,217
44,162,213
55,163,260
94,125,185
90,120,180
44,125,211
49,164,187
111,170,227
55,161,191
44,137,183
44,158,233
44,160,222
89,169,224
44,169,180
55,165,220
53,159,213
48,144,288
44,175,180
45,165,216
44,166,251
110,130,180
73,160,194
45,168,293
88,169,183
85,177,184
83,168,209
71,125,219
72,127,217
74,149,219
74,143,222
109,127,219
73,127,180
54,144,182
74,131,223
44,164,211
109,172,218
62,124,185
61,122,183
82,134,297
49,134,188
110,165,220
53,122,187
110,137,274
82,138,220
53,130,262
55,138,297
89,122,270
109,165,219
46,130,183
47,139,279
44,133,205
81,162,203
73,127,252
64,127,268
44,142,215
86,127,216
92,163,229
46,138,230
44,154,274
51,143,184
45,133,256
112,143,230
51,142,184
92,143,184
61,174,270
57,174,193
45,164,213
61,144,184
47,142,184
61,172,184
49,141,184
112,143,184
61,123,183
51,143,194
44,157,203
112,143,184
52,159,195
54,165,190
105,125,191
110,155,194
47,173,194
50,174,184
44,165,212
83,143,249
73,140,286
73,159,183
73,170,194
84,167,210
83,164,212
92,159,230
92,130,231
45,158,231
46,133,232
47,122,261
92,156,184
73,159,183
73,133,194
48,158,262
44,165,208
73,171,184
47,140,195
73,159,183
64,171,195
73,158,183
73,134,195
54,158,191
55,162,216
53,158,288
55,121,291
54,158,207
48,147,198
55,170,226
51,159,184
47,141,183
47,158,213
45,159,252
44,123,211
108,131,211
73,130,194
83,172,215
90,179,181
83,176,210
81,154,208
68,127,219
72,127,212
74,146,217
73,145,218
109,127,191
73,127,180
54,127,216
44,177,218
44,164,187
94,121,214
92,123,183
46,169,184
46,125,261
56,168,225
80,160,187
56,135,194
44,158,203
44,159,222
91,154,222
44,164,224
55,166,220
106,160,214
