73,153,233
56,164,243
57,170,186
50,158,186
50,161,186
50,166,182
57,165,246
49,164,271
57,164,245
60,167,186
52,148,253
59,148,185
58,167,186
57,157,250
51,155,274
57,155,186
59,164,234
59,172,182
50,172,182
59,175,234
59,170,243
66,155,186
66,155,186
56,165,186
66,164,234
66,165,185
65,170,181
52,170,181
66,175,253
75,155,253
50,160,293
50,160,269
50,161,233
49,149,233
56,148,217
56,148,275
64,146,238
68,160,243
67,158,293
60,159,293
44,158,244
57,158,193
51,170,250
57,160,246
59,155,245
59,164,246
59,164,183
60,155,222
59,164,221
59,155,186
66,155,186
56,155,215
56,175,253
59,133,195
60,137,229
49,130,211
59,168,194
76,174,192
74,147,221
111,148,221
78,148,268
78,157,196
111,150,222
111,149,222
63,161,222
111,149,222
111,148,221
60,148,223
111,130,222
111,167,222
57,160,223
57,160,222
111,148,222
59,151,186
50,172,182
111,167,222
59,148,222
54,175,187
53,165,186
72,145,186
89,124,219
45,134,186
105,136,186
47,148,197
50,164,241
75,164,192
111,147,222
111,149,186
75,151,188
78,152,187
111,153,222
111,147,222
111,148,222
111,149,222
111,160,221
59,160,222
111,149,222
111,160,222
50,164,223
57,160,222
111,148,222
111,147,221
50,172,182
111,172,182
60,130,245
59,155,186
53,165,209
48,144,186
84,131,186
49,131,234
90,141,186
50,130,184
44,131,205
66,165,186
46,164,222
51,149,186
47,149,186
55,161,187
79,148,222
63,160,221
77,160,226
111,147,222
68,148,221
57,133,183
46,120,207
111,147,221
111,165,221
57,161,181
51,170,244
111,147,221
59,164,242
59,155,183
111,164,222
59,152,220
55,175,216
48,147,186
90,131,186
85,135,230
49,143,230
44,131,199
48,160,211
51,176,199
66,155,188
44,146,221
46,157,183
44,157,183
72,158,188
67,145,221
68,144,220
46,159,222
65,171,221
46,172,279
69,137,266
45,158,221
66,157,221
47,155,211
47,160,214
44,148,221
45,173,208
59,155,183
111,155,246
59,150,222
53,165,246
46,164,222
45,138,246
87,165,249
48,147,228
46,149,197
49,170,251
49,165,187
66,155,186
72,148,221
74,127,185
47,155,194
78,147,195
45,150,221
56,147,217
74,164,209
45,158,221
46,179,196
44,177,252
46,173,221
111,172,222
58,161,250
57,162,222
49,121,222
86,170,221
46,155,183
44,177,266
111,149,222
58,165,236
53,165,217
45,149,186
87,129,243
91,131,184
103,141,187
90,130,248
50,165,181
66,165,192
111,147,191
111,148,187
75,156,188
73,150,195
47,147,221
47,164,221
44,147,223
69,158,221
91,158,222
91,125,221
80,124,258
87,134,222
112,135,246
50,167,248
111,147,221
105,121,222
105,164,183
59,155,222
59,149,222
59,165,227
67,134,246
81,130,242
80,140,246
74,129,253
74,122,259
53,148,181
44,154,249
53,155,186
83,148,221
76,152,222
111,174,221
115,147,223
74,148,221
114,148,222
114,149,222
76,148,221
75,150,210
113,150,209
76,150,210
113,149,209
112,150,278
75,140,210
113,139,209
88,148,222
88,147,222
90,148,221
91,150,223
91,147,221
89,133,222
89,148,222
90,149,221
90,140,210
90,139,209
90,139,209
91,148,210
91,139,209
91,140,210
87,139,278
103,137,235
101,134,186
100,134,186
100,133,294
100,176,294
101,134,186
101,134,264
101,139,209
101,140,210
99,134,235
100,139,209
99,140,210
101,148,221
100,148,221
113,151,222
114,148,221
113,150,223
112,150,221
112,148,222
111,148,222
112,149,221
113,148,223
111,147,221
111,147,222
113,150,186
82,165,242
84,140,186
57,155,186
115,160,221
81,135,222
112,150,221
112,149,223
71,149,264
71,137,264
65,148,222
76,148,249
75,149,264
113,149,265
112,148,264
75,150,223
113,151,220
76,150,264
76,151,299
84,149,263
88,147,221
88,147,221
91,147,221
87,147,221
90,150,221
90,136,219
90,135,264
91,135,180
89,134,264
90,133,265
89,148,223
91,136,265
91,133,222
84,141,223
101,148,221
102,164,245
100,149,234
97,147,221
100,148,222
98,148,221
100,148,222
101,148,264
99,148,263
100,140,210
100,136,221
100,149,298
100,148,222
100,147,221
110,147,223
113,150,221
110,149,222
110,148,222
112,147,221
111,148,223
74,148,221
111,148,222
111,150,221
112,149,221
111,148,223
105,146,187
79,148,222
82,155,186
68,148,186
87,123,264
74,160,294
50,158,273
62,160,235
117,128,234
51,130,181
50,177,180
117,160,263
117,160,234
117,152,273
118,160,234
117,176,264
57,159,247
50,167,181
111,167,277
111,166,277
52,149,277
52,155,253
111,167,277
83,166,276
52,166,277
111,167,248
55,166,276
59,165,277
52,165,249
60,149,276
111,166,277
60,149,243
67,167,273
117,176,245
59,147,243
59,174,186
60,176,244
59,176,264
59,175,186
59,174,186
59,165,222
59,166,276
59,174,186
59,174,186
59,165,276
111,166,277
55,166,276
111,166,277
117,176,235
117,164,186
118,177,235
66,165,249
111,165,249
111,175,277
55,166,276
59,134,219
117,176,219
117,174,185
117,134,234
119,120,181
100,120,202
119,120,186
57,120,209
57,120,270
57,147,221
57,134,208
57,139,209
57,139,221
50,160,209
70,139,221
50,160,221
56,148,209
57,147,221
57,160,209
56,140,222
74,160,222
70,148,210
52,149,222
75,149,210
52,148,210
74,158,222
59,149,209
74,148,209
75,157,221
70,147,221
60,139,221
59,147,221
69,139,209
60,166,209
74,158,222
70,140,210
118,177,245
59,158,186
59,174,186
59,163,243
117,175,233
117,164,235
59,163,234
59,139,244
59,139,209
117,176,210
59,176,210
70,139,209
59,147,221
74,148,222
74,147,221
74,148,222
74,148,221
74,148,222
74,148,222
74,147,221
111,148,223
74,148,221
74,148,221
74,148,222
74,147,221
74,148,222
56,165,186
56,175,187
56,155,230
74,147,221
74,148,223
74,148,222
74,148,221
50,160,223
74,147,221
111,148,223
74,148,222
70,139,209
70,140,210
70,139,209
70,140,210
70,139,209
70,139,209
70,140,210
59,139,234
117,147,244
59,176,235
117,175,234
59,176,294
117,176,263
59,176,264
111,165,277
55,166,276
111,166,250
111,166,277
55,165,277
111,165,277
55,165,276
74,148,222
74,148,221
74,148,222
74,148,223
67,148,221
74,148,223
111,148,222
74,147,221
70,149,210
70,139,209
70,140,210
70,158,209
70,139,209
70,140,210
70,139,209
59,177,209
59,176,264
117,177,263
60,177,244
59,176,236
59,176,245
59,176,235
110,155,276
111,166,277
55,165,277
111,166,277
111,155,277
110,166,276
111,166,277
111,148,222
74,148,222
74,148,221
74,147,221
67,158,210
70,139,209
70,139,208
70,140,210
117,175,263
59,176,264
117,176,235
51,164,276
111,166,277
55,155,186
111,165,250
74,148,222
74,148,221
74,148,223
74,148,221
70,140,209
59,167,209
70,139,209
59,140,209
117,176,263
59,177,186
59,176,186
52,155,296
111,166,250
66,165,186
111,169,249
59,176,264
117,175,234
59,176,235
60,176,277
111,166,277
111,166,277
55,167,276
59,176,235
59,176,244
117,175,263
57,167,242
66,155,276
111,155,186
111,165,277
59,177,245
59,176,186
59,176,234
111,166,276
56,155,277
55,175,186
111,166,277
117,155,245
59,176,234
59,176,245
58,175,234
52,166,277
59,177,188
66,155,186
58,170,243
57,155,293
50,148,266
51,144,266
50,158,250
65,157,293
65,170,293
46,168,248
52,167,292
52,158,293
59,157,248
50,158,183
57,159,274
57,167,273
50,158,247
50,155,246
59,167,221
59,165,183
50,165,246
59,177,243
66,165,186
56,165,186
56,165,230
66,165,186
66,165,186
51,155,239
59,170,186
66,175,186
65,154,274
57,155,293
50,154,268
50,154,234
59,149,182
56,148,293
49,148,294
65,167,293
60,167,245
52,167,262
58,149,293
58,167,183
50,167,293
51,170,260
57,160,295
50,155,243
50,165,242
59,165,243
60,164,244
59,164,234
57,176,187
66,164,186
56,164,231
56,165,186
52,129,198
59,173,206
52,132,188
57,176,187
66,155,186
110,160,221
50,160,234
50,160,269
63,149,234
111,148,222
49,157,222
64,155,222
111,148,222
111,158,220
59,167,222
64,149,222
111,148,222
51,155,248
50,160,247
111,148,222
59,174,184
59,164,222
59,155,223
59,149,222
47,165,222
48,165,213
48,165,186
94,134,223
95,143,298
89,136,199
52,123,186
46,166,181
66,166,181
110,147,221
57,160,221
50,160,183
111,169,221
111,148,222
110,148,224
50,148,222
111,167,221
52,160,222
52,167,223
111,158,221
50,158,221
77,170,250
57,170,248
111,149,222
59,164,242
59,156,243
111,149,222
59,170,222
47,165,216
44,165,216
45,147,296
89,131,222
48,149,242
47,130,195
86,124,195
95,166,187
56,165,185
48,147,221
49,160,223
52,160,182
71,147,221
69,156,221
46,137,254
48,162,221
46,148,221
46,164,235
75,158,235
111,148,221
111,165,221
59,155,274
111,167,181
111,148,222
59,174,184
59,164,183
111,148,222
59,164,223
58,175,186
47,139,215
92,137,186
86,129,186
100,134,186
82,148,239
86,167,245
89,176,243
66,164,181
64,170,221
63,167,184
50,177,184
71,136,221
72,156,221
73,164,254
51,150,221
82,165,221
82,170,254
80,165,256
73,165,221
50,167,221
59,165,248
51,167,249
111,161,247
59,175,221
59,165,210
111,170,222
59,163,222
49,176,187
95,167,238
84,145,254
90,122,258
91,144,276
90,144,248
97,155,248
98,166,187
47,165,186
75,147,221
77,127,221
59,159,236
54,139,221
51,148,221
49,155,215
49,155,266
63,158,221
52,148,195
52,148,260
58,129,222
111,149,222
57,155,240
84,155,222
111,155,222
59,124,245
45,155,243
57,170,222
59,169,222
82,164,212
87,131,262
84,120,266
87,130,263
97,126,257
84,138,183
91,142,223
100,175,241
47,163,246
54,176,250
56,168,213
58,145,203
52,158,221
50,167,222
64,176,200
51,164,221
60,158,221
100,120,260
102,122,265
101,166,221
102,166,222
103,161,250
66,155,222
82,148,222
78,121,245
78,165,243
111,148,221
59,121,222
61,156,239
46,155,185
94,142,231
88,132,292
90,141,204
93,135,198
90,146,197
48,166,242
97,164,186
110,147,221
57,148,222
50,168,237
67,167,221
75,125,221
54,124,244
61,120,227
58,148,221
58,166,221
68,161,223
84,158,221
87,158,222
80,160,255
82,160,291
111,176,222
59,164,223
59,165,222
111,148,222
59,170,222
50,155,186
48,155,186
48,144,186
91,140,207
94,143,186
97,139,248
47,140,186
46,165,243
99,165,186
110,147,294
50,147,222
50,145,184
54,161,221
57,148,222
56,121,222
49,169,222
86,148,221
83,123,221
109,131,262
91,124,222
94,128,222
94,170,243
57,155,222
95,128,223
93,124,220
59,155,222
111,148,187
59,164,234
56,155,214
81,135,195
78,130,293
74,124,246
73,122,236
69,137,245
82,123,246
83,123,187
62,164,185
74,147,221
74,151,223
73,148,221
76,148,221
75,150,222
75,149,221
76,148,223
74,148,221
74,140,210
113,140,210
76,139,278
70,140,210
114,139,209
114,139,208
113,149,209
91,147,221
88,149,222
87,148,221
88,130,222
89,148,222
89,147,221
89,148,222
90,139,209
90,139,209
91,140,210
90,139,278
89,140,210
91,134,210
90,139,209
103,132,294
102,130,245
100,163,209
100,131,244
100,133,234
100,176,294
99,132,263
100,135,210
102,134,209
99,136,243
100,135,280
100,139,209
100,148,222
100,148,222
113,147,221
112,149,222
112,148,221
111,147,221
112,147,222
111,147,221
111,148,223
111,148,221
111,147,221
110,147,223
110,148,223
67,135,187
65,130,218
65,130,186
60,121,223
91,122,221
75,149,221
113,146,221
54,149,221
81,135,263
78,151,263
70,141,235
80,123,221
113,120,262
112,150,222
74,150,264
75,150,265
76,148,265
115,150,265
88,176,223
87,127,265
88,176,264
88,131,265
88,132,263
